danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
0.736;0.252;-12.28;0.0997;0.814;0.0168;0.119;0.375;150.089;183231
0.773;0.521;-8.921;0.0642;0.764;0.29;0.0811;0.879;157.959;221772
0.416;0.227;-13.979;0.0593;0.953;0.13;0.0931;0.313;71.491;193051
0.632;0.372;-12.723;0.0403;0.53;0.806;0.117;0.278;81.012;203500
0.789;0.435;-9.506;0.149;0.691;0.0395;0.107;0.166;122.997;196373
0.602;0.362;-10.573;0.0317;0.834;1.14e-06;0.112;0.694;157.992;151627
0.573;0.411;-15.88;0.136;0.776;0.102;0.103;0.093;114.922;144522
0.428;0.493;-9.754;0.0351;0.259;2.04e-06;0.084;0.154;105.138;155458
0.501;0.282;-13.115;0.187;0.861;0.168;0.16;0.565;86.4;135981
0.482;0.691;-9.09;0.0264;0.0092;0.939;0.109;0.821;87.998;354016
0.461;0.644;-6.12;0.0482;0.138;0.054;0.142;0.0372;122.012;322299
0.368;0.0991;-21.866;0.0274;0.909;0.895;0.101;0.0998;75.521;180973
0.806;0.741;-6.362;0.0471;0.0234;3.73e-05;0.0746;0.563;119.971;176000
0.637;0.506;-9.54;0.0485;0.408;0.000119;0.118;0.128;112.076;182000
0.567;0.509;-12.539;0.0428;0.928;0.933;0.124;0.0869;97.04;231649
0.679;0.548;-7.495;0.0298;0.234;0.0;0.189;0.413;115.954;155909
0.779;0.579;-6.687;0.109;0.319;3.29e-05;0.188;0.182;115.941;165580
0.559;0.473;-12.387;0.0288;0.928;0.882;0.105;0.142;97.972;237245
0.56;0.54;-11.344;0.0361;0.679;0.0113;0.142;0.228;110.048;187653
0.705;0.549;-8.171;0.184;0.477;0.479;0.0888;0.274;84.014;174286
0.85;0.769;-5.773;0.0422;0.0438;0.000464;0.103;0.192;114.987;121462
0.686;0.631;-10.058;0.045;0.184;0.45;0.108;0.765;105.012;281101
0.597;0.501;-13.523;0.14;0.82;0.893;0.0962;0.0833;97.1;152373
0.745;0.571;-8.947;0.263;0.663;0.0;0.373;0.318;129.96;212308
0.904;0.408;-14.234;0.192;0.651;0.865;0.0939;0.244;119.997;320000
0.594;0.375;-12.11;0.0588;0.725;0.292;0.104;0.197;94.019;324107
0.741;0.463;-11.309;0.099;0.676;0.00299;0.162;0.18;89.993;250640
0.715;0.522;-14.952;0.0546;0.366;0.834;0.0877;0.0384;107.977;280059
0.691;0.49;-12.883;0.275;0.918;0.376;0.0751;0.0385;107.965;244506
0.724;0.447;-13.93;0.0387;0.584;0.877;0.102;0.0394;114.965;255713
0.636;0.642;-6.941;0.223;0.749;0.00079;0.385;0.296;98.08;202514
0.923;0.742;-5.047;0.0495;0.0494;1.79e-05;0.0829;0.784;120.038;145978
0.699;0.536;-9.481;0.0376;0.433;0.566;0.0919;0.0625;107.97;273398
0.542;0.585;-9.3;0.0474;0.0141;0.213;0.0929;0.337;170.046;160941
0.639;0.625;-9.079;0.0659;0.0442;0.753;0.165;0.21;96.965;205983
0.492;0.368;-7.65;0.0832;0.17;0.0;0.0849;0.0996;129.727;240860
0.749;0.747;-6.457;0.121;0.0938;1.17e-05;0.256;0.475;109.063;195187
0.881;0.644;-7.134;0.103;0.644;0.409;0.116;0.536;110.026;216033
0.64;0.533;-6.596;0.0706;0.119;0.0;0.0864;0.515;99.968;220781
0.683;0.481;-9.174;0.075;0.191;0.736;0.0907;0.47;120.001;160000
0.6;0.412;-9.343;0.344;0.615;0.0025;0.134;0.408;113.049;225882
0.585;0.4;-13.11;0.051;0.422;3.21e-06;0.0838;0.347;120.034;192010
0.532;0.874;-5.183;0.0482;0.00842;0.012;0.452;0.361;91.038;258413
0.525;0.65;-6.961;0.0683;0.0852;0.133;0.133;0.787;175.913;289973
0.617;0.778;-8.872;0.027;0.459;0.925;0.128;0.152;100.363;127920
0.665;0.533;-8.174;0.0452;0.325;1.33e-05;0.108;0.303;98.024;282701
0.67;0.585;-4.861;0.0354;0.107;1.11e-06;0.131;0.447;110.03;214802
0.783;0.467;-9.474;0.0503;0.729;0.809;0.109;0.236;90.838;237793
0.363;0.655;-6.582;0.0769;0.302;0.0679;0.103;0.0581;171.664;273904
0.826;0.45;-12.748;0.113;0.584;0.00946;0.0997;0.138;103.183;205067
0.696;0.857;-8.062;0.0509;0.0437;0.935;0.0949;0.197;119.942;218000
0.555;0.585;-6.672;0.0272;0.0149;0.86;0.0707;0.0803;130.004;195692
0.335;0.33;-8.302;0.031;0.472;0.41;0.164;0.04;75.07;208000
0.37;0.467;-9.013;0.0273;0.0205;0.572;0.109;0.182;94.485;290617
0.66;0.675;-5.622;0.0451;0.337;2.4e-06;0.134;0.165;110.002;212800
0.705;0.674;-8.432;0.04;0.0184;0.0149;0.138;0.103;105.0;343800
0.617;0.524;-8.885;0.103;0.128;0.00438;0.362;0.24;142.046;185089
0.579;0.547;-7.027;0.036;0.119;0.000384;0.104;0.117;119.637;180787
0.798;0.443;-9.21;0.12;0.437;4.78e-06;0.065;0.481;110.027;228000
0.87;0.554;-5.828;0.0635;0.0802;0.0739;0.115;0.462;123.998;394573
0.509;0.637;-4.83;0.0471;0.0717;1.08e-05;0.0789;0.378;172.006;224000
0.657;0.26;-8.7;0.502;0.787;0.00118;0.0999;0.675;201.821;209605
0.617;0.778;-8.872;0.027;0.459;0.925;0.128;0.152;100.363;127920
0.642;0.695;-8.972;0.0549;0.499;5.14e-05;0.0852;0.956;176.134;201893
0.631;0.76;-6.405;0.0478;0.0752;1.24e-05;0.0647;0.701;136.002;231558
0.65;0.731;-6.753;0.0387;0.465;0.0222;0.323;0.478;137.99;253587
0.899;0.632;-8.095;0.114;0.261;0.0;0.64;0.26;120.051;194413
0.462;0.458;-12.608;0.221;0.0224;0.0;0.089;0.0739;90.219;292760
0.736;0.748;-7.0;0.0509;0.00202;0.000536;0.0711;0.342;124.057;294587
0.575;0.58;-6.801;0.067;0.166;0.0;0.0781;0.324;75.2;211413
0.773;0.475;-8.773;0.0501;0.798;0.589;0.112;0.203;90.835;237678
0.687;0.811;-5.662;0.274;0.615;3.4e-05;0.0756;0.939;103.705;174787
0.762;0.729;-8.076;0.0679;0.481;0.000137;0.108;0.482;119.956;225040
0.867;0.629;-8.747;0.139;0.222;0.0;0.139;0.359;111.982;295107
0.792;0.586;-6.009;0.155;0.633;3.22e-06;0.131;0.336;111.802;247387
0.734;0.425;-9.773;0.0635;0.131;1.71e-05;0.0726;0.235;114.969;268347
0.715;0.682;-7.714;0.1;0.325;4.2e-06;0.0928;0.136;103.037;230013
0.784;0.7;-7.649;0.108;0.491;0.0;0.108;0.769;82.028;190067
0.667;0.563;-7.614;0.814;0.575;0.0;0.157;0.633;80.791;214747
0.579;0.543;-8.216;0.378;0.418;0.0;0.152;0.286;174.84;306320
0.644;0.815;-6.011;0.0708;0.145;0.0125;0.116;0.795;203.916;205893
0.801;0.674;-5.576;0.134;0.27;0.0;0.0758;0.453;122.978;217893
0.87;0.464;-7.44;0.357;0.474;0.00122;0.094;0.0929;100.011;252067
0.659;0.532;-7.446;0.159;0.196;4.73e-06;0.0803;0.25;75.0;225920
0.728;0.702;-7.347;0.11;0.613;0.0;0.202;0.561;116.103;203680
0.97;0.806;-5.628;0.298;0.0955;0.0;0.133;0.815;120.003;140078
0.853;0.564;-7.686;0.0699;0.272;2.87e-06;0.409;0.337;136.018;227420
0.625;0.58;-6.775;0.0595;0.153;0.0;0.0829;0.34;75.025;211433
0.458;0.64;-5.972;0.0869;0.174;0.0;0.123;0.452;124.315;265707
0.777;0.554;-8.179;0.0572;0.182;1.7e-06;0.0477;0.27;129.933;206840
0.741;0.627;-7.13;0.174;0.549;3.12e-05;0.171;0.362;113.705;212587
0.747;0.626;-5.985;0.271;0.275;1.52e-05;0.107;0.582;131.607;164108
0.507;0.116;-19.757;0.0654;0.991;0.922;0.0857;0.447;176.218;163883
0.14;0.142;-15.333;0.0453;0.948;0.0511;0.128;0.0785;48.658;201187
0.193;0.335;-8.681;0.0314;0.852;0.131;0.117;0.254;64.078;120333
0.433;0.564;-8.917;0.0405;0.713;0.275;0.117;0.855;192.07;135907
0.194;0.179;-16.834;0.0422;0.988;0.866;0.0819;0.179;177.694;158667
0.389;0.142;-15.584;0.0337;0.948;0.283;0.0936;0.154;125.437;291997
0.528;0.945;-3.386;0.0928;0.0034;0.505;0.115;0.308;139.987;243853
0.738;0.814;-4.414;0.0999;0.132;9.64e-06;0.126;0.483;119.041;225850
0.805;0.658;-6.137;0.0702;0.56;0.0133;0.124;0.305;114.972;218087
0.622;0.58;-5.273;0.0504;0.00241;2.95e-05;0.112;0.512;104.41;221874
0.467;0.958;-4.808;0.0775;0.000479;0.199;0.299;0.701;145.92;180880
0.675;0.562;-7.678;0.0352;0.233;0.0;0.0816;0.309;130.098;256533
0.757;0.892;-5.321;0.124;0.178;4.19e-05;0.0719;0.936;127.014;255947
0.395;0.922;-2.176;0.375;0.19;0.0;0.134;0.558;162.361;257690
0.523;0.481;-9.888;0.0869;0.175;1.87e-06;0.314;0.577;136.854;158960
0.538;0.804;-5.194;0.0358;0.0041;0.0;0.33;0.507;144.992;197640
0.867;0.545;-5.192;0.0625;0.0646;0.000289;0.0505;0.525;139.943;162586
0.465;0.735;-3.715;0.117;0.0711;0.0;0.0975;0.409;173.935;196040
0.866;0.813;-4.063;0.0554;0.38;0.0;0.0779;0.969;121.998;199440
0.794;0.811;-8.966;0.038;0.0426;1.07e-06;0.101;0.862;116.047;248413
0.591;0.961;-5.209;0.345;0.0523;0.0;0.753;0.536;113.076;211880
0.569;0.877;-6.131;0.0935;0.145;8.06e-06;0.227;0.157;125.984;217635
0.573;0.941;-3.593;0.0483;0.0254;0.000291;0.182;0.624;150.045;226000
0.637;0.967;-3.616;0.0547;0.00599;6.37e-05;0.502;0.796;145.014;214916
0.884;0.962;-4.625;0.198;0.00337;0.436;0.0983;0.238;126.985;213920
0.817;0.754;-4.128;0.156;0.0193;6.69e-06;0.0585;0.86;107.999;269147
0.792;0.717;-4.759;0.0393;0.0927;3.59e-05;0.226;0.466;121.985;195547
0.671;0.672;-3.094;0.0688;0.0329;0.0;0.118;0.632;97.979;204173
0.728;0.854;-3.86;0.0457;0.248;0.00188;0.149;0.62;121.995;202746
0.805;0.33;-8.712;0.1;0.22;0.0;0.105;0.211;121.97;242983
0.823;0.563;-5.095;0.0443;0.0399;0.0;0.0851;0.682;98.031;225227
0.583;0.695;-5.336;0.0423;0.0141;0.0;0.0527;0.224;104.879;220573
0.604;0.691;-5.807;0.159;0.00493;0.0;0.125;0.186;105.014;228360
0.707;0.629;-4.581;0.0563;0.259;1.6e-05;0.138;0.457;122.863;212459
0.703;0.868;-4.661;0.0291;0.15;0.132;0.104;0.733;121.03;193613
0.625;0.763;-4.997;0.129;0.147;0.0106;0.214;0.721;88.753;192160
0.67;0.839;-4.023;0.036;0.0607;0.000764;0.159;0.726;105.002;222041
0.726;0.769;-5.043;0.123;0.0293;0.0101;0.104;0.733;97.985;233902
0.56;0.551;-5.446;0.0563;0.445;0.0;0.163;0.263;119.777;233337
0.87;0.502;-7.497;0.0549;0.549;0.00356;0.0916;0.673;82.53;160597
0.672;0.578;-6.621;0.0569;0.469;0.0;0.312;0.548;113.945;212424
0.773;0.819;-5.946;0.118;0.426;0.0;0.0679;0.585;92.99;269187
0.671;0.672;-9.188;0.12;0.103;3.98e-05;0.074;0.186;117.96;240680
0.829;0.51;-9.334;0.0369;0.00821;0.00143;0.0829;0.45;119.994;208133
0.688;0.822;-3.304;0.0537;0.0642;0.0;0.241;0.66;91.011;207680
0.735;0.766;-4.485;0.0383;0.025;0.00138;0.108;0.6;127.985;215227
0.723;0.809;-3.081;0.0625;0.00346;0.00123;0.565;0.274;98.007;176561
0.694;0.712;-3.923;0.046;0.132;0.0;0.211;0.799;98.023;201122
0.649;0.716;-5.371;0.0349;0.0863;2.63e-05;0.135;0.163;99.988;205947
0.747;0.877;-3.782;0.0664;0.0375;0.000833;0.233;0.752;107.991;166138
0.899;0.626;-4.228;0.292;0.076;0.0;0.0631;0.873;88.007;234320
0.716;0.908;-3.254;0.103;0.0858;0.0;0.135;0.869;91.03;199693
0.832;0.608;-6.042;0.0385;0.282;0.0;0.0761;0.589;94.013;198707
0.501;0.519;-5.88;0.0409;0.109;0.0;0.454;0.168;133.99;195707
0.683;0.708;-6.244;0.0305;0.0398;0.155;0.686;0.355;92.991;237707
0.83;0.52;-8.714;0.0376;0.000792;1.25e-05;0.0656;0.735;104.99;189907
0.705;0.695;-3.359;0.113;0.0112;0.0;0.691;0.44;169.987;217373
0.809;0.463;-11.377;0.0396;0.256;0.085;0.109;0.364;111.98;298941
0.928;0.481;-9.35;0.287;0.105;0.0;0.176;0.613;134.007;210937
0.746;0.873;-3.803;0.12;0.0244;0.0;0.356;0.816;148.075;222128
0.654;0.76;-3.669;0.045;0.0797;0.0;0.299;0.41;99.945;200787
0.841;0.626;-6.699;0.0639;0.00795;3.51e-05;0.132;0.62;129.985;225533
0.723;0.777;-3.503;0.108;0.0426;3.68e-06;0.0451;0.961;91.017;243413
0.714;0.905;-2.663;0.0289;0.00855;2.55e-05;0.146;0.838;125.927;155337
0.797;0.567;-7.503;0.0651;0.0692;0.0;0.0705;0.843;108.024;188889
0.69;0.621;-3.583;0.06;0.321;2.81e-05;0.0884;0.497;66.858;233253
0.792;0.625;-5.609;0.0536;0.00776;0.0018;0.329;0.37;103.967;173987
0.655;0.797;-4.787;0.153;0.198;0.0;0.067;0.839;177.928;229360
0.705;0.936;-3.193;0.0415;0.00162;0.000142;0.335;0.228;119.982;198021
0.738;0.794;-4.118;0.0416;0.101;0.0;0.0533;0.566;104.014;184134
0.57;0.763;-4.137;0.0573;0.0857;2.49e-06;0.0932;0.43;150.088;239853
0.751;0.647;-7.887;0.241;0.211;0.0;0.265;0.355;104.022;184840
0.799;0.586;-6.735;0.0377;0.162;2.03e-06;0.193;0.549;120.97;227833
0.633;0.927;-4.468;0.0839;0.0267;0.0;0.0986;0.88;146.097;258432
0.754;0.859;-5.875;0.0264;0.0174;0.00012;0.384;0.774;122.995;190244
0.763;0.608;-8.1;0.035;0.262;2.5e-05;0.12;0.394;121.02;138013
0.756;0.77;-3.502;0.0343;0.191;0.0;0.178;0.73;119.961;246467
0.486;0.617;-7.115;0.0287;0.0954;3.23e-06;0.109;0.417;138.015;242373
0.56;0.857;-4.145;0.0384;0.0594;0.0;0.381;0.432;119.975;215360
0.605;0.822;-4.833;0.0438;0.00671;0.134;0.147;0.288;167.997;187147
0.528;0.874;-3.028;0.0456;0.045;0.0;0.0888;0.376;105.042;206394
0.647;0.822;-4.662;0.183;0.219;0.0;0.0908;0.962;160.019;232720
0.414;0.857;-4.078;0.0808;0.0287;0.00574;0.343;0.348;128.024;212960
0.483;0.714;-4.389;0.0331;0.00974;0.0;0.0763;0.245;99.027;236133
0.664;0.705;-4.972;0.0382;0.0654;0.0;0.115;0.477;122.017;257840
0.743;0.766;-6.375;0.0265;0.0873;0.0;0.509;0.61;127.96;289133
0.521;0.754;-4.144;0.0634;0.0373;0.0;0.239;0.352;125.876;209867
0.583;0.786;-3.142;0.0301;0.0208;0.0;0.188;0.573;123.055;258827
0.636;0.831;-3.945;0.182;0.0294;3.85e-06;0.272;0.668;175.015;223053
0.782;0.685;-6.237;0.0309;0.166;1.18e-05;0.16;0.603;118.016;180566
0.705;0.769;-5.526;0.0425;0.113;0.0;0.105;0.583;107.949;213520
0.728;0.415;-6.852;0.0639;0.401;0.0;0.0616;0.455;114.145;176320
0.679;0.629;-7.981;0.0318;0.242;0.012;0.122;0.186;102.005;208920
0.285;0.279;-10.004;0.0316;0.956;0.2;0.104;0.201;109.59;244293
0.617;0.759;-6.785;0.0678;0.0026;0.0;0.419;0.324;122.924;218773
0.593;0.739;-4.36;0.0465;0.00861;0.0052;0.266;0.388;113.964;198853
0.479;0.545;-7.346;0.0688;0.365;0.0;0.0963;0.243;74.897;252733
0.696;0.384;-11.883;0.0321;0.499;0.0733;0.0964;0.0396;109.982;272013
0.583;0.694;-10.049;0.0637;0.0568;0.751;0.0846;0.13;120.147;136000
0.404;0.587;-11.172;0.156;0.165;0.00267;0.231;0.103;120.047;268000
0.507;0.729;-5.399;0.0393;0.0182;1.4e-06;0.0658;0.272;105.013;243960
0.54;0.494;-11.72;0.039;0.581;0.133;0.0977;0.0887;90.026;304021
0.6;0.617;-7.0;0.0555;0.0955;0.913;0.108;0.037;106.892;242243
0.717;0.452;-9.711;0.127;0.0747;0.0;0.0768;0.508;164.032;203251
0.634;0.543;-13.391;0.181;0.525;0.0;0.232;0.467;121.557;186440
0.429;0.661;-7.227;0.0281;0.00239;0.000121;0.234;0.285;173.372;266773
0.449;0.585;-6.761;0.0268;0.0509;8.75e-05;0.0833;0.212;139.631;278719
0.727;0.86;-5.914;0.0615;0.0264;0.0;0.0485;0.482;104.958;205715
0.63;0.804;-4.183;0.0363;0.215;0.0;0.253;0.492;123.146;220293
0.503;0.719;-5.14;0.421;0.247;0.0;0.284;0.315;174.042;205648
0.459;0.742;-8.201;0.0437;0.0259;0.00828;0.194;0.422;90.038;277000
0.834;0.55;-8.622;0.0451;0.488;0.000476;0.109;0.142;105.008;195573
0.448;0.808;-5.149;0.0786;0.0261;0.0;0.353;0.535;156.018;200780
0.728;0.706;-7.115;0.0661;0.0779;4.23e-05;0.0927;0.393;110.962;178000
0.728;0.706;-7.115;0.0661;0.0779;4.23e-05;0.0927;0.393;110.962;178000
0.813;0.625;-8.627;0.0747;0.285;0.118;0.192;0.503;117.978;167517
0.599;0.682;-5.393;0.0882;0.00684;0.0;0.117;0.459;143.834;215565
0.605;0.801;-7.503;0.0273;0.133;1.9e-06;0.295;0.763;120.001;230493
0.621;0.633;-7.368;0.21;0.358;5.4e-06;0.101;0.438;116.206;192414
0.583;0.695;-5.336;0.0423;0.0141;0.0;0.0527;0.224;104.879;220573
0.576;0.766;-4.943;0.449;0.028;1.68e-06;0.366;0.236;144.833;246761
0.876;0.388;-9.007;0.0429;0.602;0.0134;0.207;0.662;98.011;159013
0.604;0.709;-8.603;0.0288;0.0186;0.507;0.119;0.12;114.987;264800
0.871;0.592;-12.112;0.0557;0.482;0.687;0.0834;0.441;123.999;321733
0.768;0.498;-6.159;0.0424;0.76;2.04e-05;0.138;0.755;98.102;237375
0.628;0.579;-6.86;0.0358;0.341;0.0848;0.119;0.321;124.938;226979
0.453;0.558;-6.831;0.0267;0.484;0.00371;0.23;0.197;86.905;206518
0.649;0.716;-3.936;0.0384;0.268;4.51e-06;0.603;0.639;86.949;230948
0.688;0.82;-4.715;0.155;0.233;0.0;0.091;0.804;107.833;208254
0.71;0.368;-10.531;0.0755;0.819;0.00352;0.118;0.216;101.054;192488
0.731;0.694;-5.23;0.0528;0.15;0.0;0.0825;0.476;109.535;235307
0.759;0.947;-5.261;0.0655;0.253;0.255;0.0498;0.726;123.964;157208
0.698;0.585;-7.629;0.0479;0.432;0.265;0.0946;0.116;104.018;246923
0.59;0.648;-4.294;0.0347;0.604;0.0;0.135;0.323;79.943;138443
0.728;0.584;-7.255;0.176;0.0524;0.0;0.0658;0.365;161.9;166852
0.428;0.362;-11.614;0.179;0.812;0.923;0.107;0.0778;190.025;137834
0.595;0.712;-6.879;0.0539;0.0671;0.0;0.102;0.615;170.06;225882
0.641;0.303;-12.803;0.0639;0.672;0.00102;0.124;0.14;81.984;301614
0.547;0.609;-7.753;0.0415;0.191;0.00434;0.445;0.178;110.11;205920
0.701;0.709;-6.072;0.0281;0.00712;0.00026;0.101;0.512;119.999;174907
0.841;0.3;-13.286;0.185;0.615;0.661;0.0957;0.337;145.017;220138
0.667;0.671;-7.323;0.0347;0.0626;0.0254;0.112;0.137;121.979;154240
0.661;0.651;-3.771;0.0499;0.117;1.32e-05;0.056;0.368;87.46;202915
0.686;0.538;-9.124;0.0591;0.245;0.199;0.0797;0.126;98.018;205714
0.444;0.796;-5.826;0.111;0.326;2.08e-06;0.161;0.354;88.72;194111
0.572;0.854;-3.879;0.0603;0.0126;1.32e-06;0.119;0.222;99.958;210013
0.623;0.888;-5.122;0.0833;0.0321;0.0143;0.526;0.187;107.022;206211
0.34;0.823;-7.181;0.0455;0.0854;0.668;0.141;0.0389;119.972;246405
0.616;0.886;-5.436;0.0416;0.163;0.0517;0.129;0.0694;124.987;215039
0.683;0.481;-9.174;0.075;0.191;0.736;0.0907;0.47;120.001;160000
0.667;0.92;-2.71;0.0773;0.00752;0.00232;0.126;0.146;114.977;358983
0.515;0.663;-7.896;0.0328;0.179;0.668;0.494;0.0756;120.024;234244
0.512;0.894;-5.396;0.0804;0.125;0.727;0.165;0.18;105.024;179453
0.303;0.68;-5.318;0.0731;0.547;0.929;0.872;0.0397;118.581;192267
0.749;0.745;-7.367;0.0479;0.0041;0.395;0.0748;0.347;115.048;262957
0.629;0.852;-5.094;0.0521;0.0865;0.0215;0.263;0.415;104.997;215131
0.707;0.579;-6.198;0.0293;0.384;0.72;0.408;0.357;96.062;131250
0.595;0.891;-3.928;0.0353;0.319;0.0987;0.327;0.539;95.013;211783
0.419;0.635;-5.911;0.0441;0.392;0.592;0.44;0.0375;107.878;400130
0.735;0.65;-5.815;0.0737;0.161;0.21;0.109;0.122;122.048;209600
0.663;0.827;-3.135;0.0372;0.0185;0.00104;0.265;0.395;104.985;208017
0.558;0.733;-6.65;0.0693;0.0334;0.00193;0.193;0.173;89.992;237140
0.698;0.812;-5.5;0.0399;0.58;0.182;0.113;0.351;128.045;180027
0.635;0.835;-2.876;0.0589;0.0948;0.0119;0.285;0.216;109.987;253122
0.515;0.686;-6.258;0.0929;0.00324;0.505;0.0647;0.148;140.013;183680
0.365;0.756;-8.037;0.0612;0.597;0.856;0.111;0.0356;120.025;184347
0.682;0.519;-11.582;0.0319;0.00701;0.427;0.0781;0.187;124.003;251904
0.596;0.882;-5.279;0.0296;2.58e-05;0.457;0.0421;0.109;119.999;240440
0.612;0.628;-6.754;0.0752;0.0358;0.00898;0.193;0.434;125.043;228155
0.583;0.835;-5.164;0.0786;0.0376;0.014;0.0998;0.18;139.969;233499
0.658;0.864;-4.386;0.0367;0.0169;0.734;0.341;0.0539;120.005;264987
0.415;0.786;-3.731;0.054;0.0894;5.14e-05;0.19;0.0395;80.027;168000
0.585;0.904;-3.776;0.184;0.0773;0.113;0.142;0.338;93.988;180397
0.542;0.585;-9.3;0.0474;0.0141;0.213;0.0929;0.337;170.046;160941
0.636;0.575;-4.624;0.0315;0.0117;0.861;0.12;0.193;119.996;219507
0.489;0.595;-8.106;0.0374;0.00439;0.878;0.0855;0.56;170.05;171500
0.672;0.822;-7.682;0.0587;0.000513;0.871;0.283;0.34;123.98;307889
0.562;0.852;-3.501;0.043;0.0379;0.704;0.122;0.0355;93.971;148085
0.497;0.925;-4.489;0.0745;0.00523;0.781;0.222;0.262;139.961;207827
0.427;0.603;-7.812;0.0309;0.0026;0.0125;0.156;0.178;75.058;184000
0.577;0.648;-4.235;0.189;0.494;0.919;0.113;0.295;178.5;161926
0.484;0.844;-6.096;0.0479;0.0332;0.0319;0.22;0.49;130.062;214154
0.577;0.748;-4.943;0.0357;0.0234;0.0876;0.113;0.279;124.71;292777
0.47;0.633;-9.323;0.0323;0.0016;0.00453;0.257;0.149;140.12;196000
0.479;0.827;-3.932;0.0901;0.0432;0.539;0.372;0.207;110.084;183273
0.39;0.31;-14.545;0.0676;0.794;0.0;0.379;0.584;177.515;330533
0.838;0.536;-8.645;0.0478;0.555;0.000376;0.111;0.107;104.988;195173
0.908;0.621;-6.638;0.102;0.000282;5.39e-05;0.0958;0.421;150.011;177000
0.772;0.371;-5.743;0.0348;0.744;0.0;0.167;0.684;96.574;233733
0.781;0.728;-4.981;0.0621;0.0509;1.94e-06;0.257;0.395;102.99;219306
0.773;0.706;-5.709;0.0999;0.00538;0.0148;0.0208;0.693;160.912;162365
0.757;0.678;-5.529;0.233;0.0472;9.14e-06;0.0654;0.82;120.075;218235
0.494;0.951;-4.237;0.132;0.000569;0.0;0.327;0.441;160.025;202496
0.813;0.627;-5.018;0.0486;0.0771;0.000616;0.131;0.801;130.011;195853
0.778;0.824;-5.892;0.0707;0.284;0.0;0.405;0.758;100.024;218093
0.573;0.739;-5.74;0.129;0.0285;0.0;0.111;0.451;97.085;230240
0.701;0.724;-5.751;0.145;0.267;0.0;0.0867;0.425;132.035;237053
0.565;0.849;-3.516;0.0517;0.00868;4.68e-06;0.12;0.427;102.034;212647
0.638;0.924;-3.887;0.036;0.00205;0.000175;0.149;0.53;111.995;263787
0.209;0.417;-8.74;0.0338;0.164;0.00196;0.113;0.124;138.178;295533
0.382;0.354;-6.595;0.0289;0.858;3.11e-06;0.168;0.435;87.018;142280
0.765;0.946;-5.266;0.067;0.264;0.319;0.0413;0.777;123.976;157373
0.753;0.776;-5.453;0.0518;0.0569;0.0;0.325;0.718;131.194;202475
0.746;0.846;-2.432;0.048;0.0485;0.0;0.195;0.403;114.955;174933
0.736;0.795;-3.299;0.0545;0.498;1.21e-06;0.254;0.511;104.066;230813
0.741;0.667;-5.445;0.134;0.0575;0.0;0.106;0.595;112.956;223504
0.725;0.534;-6.238;0.0946;0.0752;0.0;0.0919;0.558;91.974;219320
0.724;0.804;-4.614;0.0448;0.124;0.0;0.204;0.306;124.987;197993
0.749;0.731;-4.017;0.0446;0.05;0.000142;0.065;0.441;91.98;201362
0.604;0.802;-6.998;0.0562;0.62;0.00208;0.416;0.392;98.015;244898
0.495;0.701;-10.33;0.0468;0.0062;0.814;0.123;0.272;198.068;270757
0.661;0.635;-7.423;0.0645;0.204;0.00114;0.186;0.365;99.972;218480
0.703;0.553;-6.176;0.0799;0.0518;0.0;0.101;0.718;99.989;247773
0.56;0.533;-7.804;0.388;0.194;1.4e-05;0.0919;0.908;200.066;195467
0.382;0.354;-6.595;0.0289;0.858;3.11e-06;0.168;0.435;87.018;142280
0.622;0.309;-15.125;0.0559;0.727;2.94e-05;0.229;0.708;130.022;165930
0.795;0.856;-3.836;0.0334;0.26;0.000491;0.128;0.964;129.912;219920
0.77;0.638;-5.402;0.0682;0.17;0.00532;0.0972;0.299;141.935;180845
0.714;0.6;-8.365;0.0876;0.0465;0.0;0.0646;0.504;82.017;205840
0.675;0.794;-5.061;0.0286;0.0056;0.00212;0.0875;0.847;139.928;195649
0.772;0.582;-5.14;0.0615;0.222;8.78e-05;0.108;0.319;117.856;180067
0.399;0.787;-2.88;0.0499;0.0197;6.07e-05;0.0685;0.572;117.089;216120
0.573;0.781;-6.406;0.0555;0.0767;2.64e-05;0.0813;0.343;139.934;231907
0.818;0.913;-3.06;0.0426;0.093;3.69e-05;0.161;0.536;119.986;219160
0.67;0.63;-3.651;0.0694;0.133;0.0;0.118;0.582;86.025;182044
0.725;0.844;-3.707;0.0347;0.363;0.000716;0.125;0.711;104.001;209427
0.636;0.676;-6.285;0.0279;0.00246;1.02e-05;0.12;0.282;100.051;195707
0.432;0.781;-4.038;0.0567;0.041;4.21e-06;0.0789;0.197;139.432;250286
0.634;0.885;-4.702;0.304;0.0122;0.0;0.193;0.327;127.064;223333
0.728;0.563;-8.053;0.134;0.621;0.0;0.179;0.352;100.017;217707
0.683;0.485;-10.881;0.0398;0.0575;0.0631;0.25;0.194;123.001;318627
0.677;0.497;-5.763;0.0809;0.152;0.0;0.0911;0.419;99.137;236853
0.634;0.724;-5.842;0.0546;0.00499;0.000193;0.0732;0.309;148.024;263716
0.776;0.597;-8.467;0.42;0.201;0.00925;0.12;0.787;96.99;185567
0.679;0.715;-6.383;0.0407;0.0755;0.0;0.271;0.571;127.435;214148
0.546;0.901;-5.038;0.0323;9.52e-05;0.77;0.0762;0.622;137.057;242613
